player,shot_type,hit_type,hit_court_side,bounce_court_side,bounce_location_long,hit_velocity_x,hit_velocity_y,hit_velocity_z,bounce_y
host,in_play,ground_stroke,far,near,no_mans_land,-1.259,-19.045,3.442,3.124
guest,none,feed,near,far,no_mans_land,5.812,5.812,5.812,20.373
guest,none,feed,near,far,no_mans_land,5.141,5.141,5.141,23.213
host,none,volley,far,near,service_box,6.035,6.035,6.035,6.969
guest,none,ground_stroke,near,far,service_box,2.359,17.525,4.71,16.423
host,none,ground_stroke,far,near,service_box,3.403,-26.85,2.463,5.907
guest,none,feed,near,far,service_box,6.259,6.259,6.259,17.513
guest,first_serve,first_serve,far,near,service_box,3.041,-24.451,0.019,5.911
host,return,ground_stroke,near,far,no_mans_land,-4.512,18.593,6.31,22.787
guest,serve_plus_one,ground_stroke,far,near,service_box,0.768,-13.797,6.604,6.395
host,return_plus_one,ground_stroke,near,far,no_mans_land,0.928,21.465,4.172,23.734
host,none,feed,near,far,no_mans_land,5.812,5.812,5.812,23.511
guest,first_serve,first_serve,far,near,no_mans_land,-4.864,-38.777,-2.218,3.456
host,return,ground_stroke,near,far,service_box,4.418,13.79,6.27,15.781
guest,serve_plus_one,ground_stroke,far,near,service_box,-2.132,-14.131,5.983,5.66
host,return_plus_one,ground_stroke,near,far,no_mans_land,2.12,20.587,4.42,22.36
guest,first_serve,first_serve,far,near,service_box,3.969,-28.306,-1.157,6.939
host,return,ground_stroke,near,near,service_box,5.781,-10.921,8.38,6.082
guest,first_serve,first_serve,far,near,service_box,-0.925,-29.04,-1.155,6.578
host,none,feed,near,far,no_mans_land,6.482,6.482,6.482,20.729
guest,first_serve,first_serve,far,near,no_mans_land,3.04,-22.584,1.032,4.746
host,none,ground_stroke,near,far,no_mans_land,-3.173,18.103,6.262,22.76
guest,second_serve,second_serve,far,near,service_box,4.399,-23.054,0.029,7.585
host,return,ground_stroke,near,far,no_mans_land,-1.337,17.642,6.027,22.319
guest,serve_plus_one,ground_stroke,far,near,no_mans_land,-0.771,-15.009,6.383,3.398
host,return_plus_one,ground_stroke,near,far,no_mans_land,3.218,22.963,3.745,19.875
guest,in_play,ground_stroke,far,near,service_box,-1.542,-17.446,5.074,6.235
host,in_play,ground_stroke,near,far,out,-1.983,17.352,7.162,26.199
host,first_serve,first_serve,near,far,service_box,-8.427,29.576,-1.218,16.685
guest,return,ground_stroke,far,near,no_mans_land,1.459,-14.747,7.567,1.514
host,serve_plus_one,ground_stroke,near,far,out,3.996,20.166,5.606,23.911
guest,none,feed,far,near,service_box,5.588,5.588,5.588,6.169
host,first_serve,first_serve,near,far,service_box,5.091,32.106,-1.645,17.466
guest,return,ground_stroke,far,near,no_mans_land,-2.551,-16.532,5.842,4.378
host,serve_plus_one,ground_stroke,near,near,service_box,6.49,24.42,-0.318,11.186
host,first_serve,first_serve,near,near,service_box,-9.1,29.534,-3.418,11.38
host,second_serve,second_serve,near,far,service_box,-2.055,25.246,0.121,17.576
guest,return,ground_stroke,far,far,service_box,0.486,-15.376,3.297,12.029
host,first_serve,first_serve,near,near,service_box,9.452,30.177,-3.994,10.152
host,second_serve,second_serve,near,far,service_box,3.376,27.412,0.23,18.288
guest,return,ground_stroke,far,near,no_mans_land,-3.145,-15.834,7.174,2.169
host,serve_plus_one,ground_stroke,near,far,service_box,5.596,18.845,3.323,14.454
guest,return_plus_one,ground_stroke,far,far,service_box,-3.914,-21.724,1.865,11.942
guest,none,feed,far,near,no_mans_land,6.259,6.259,6.259,2.572
host,first_serve,first_serve,near,far,service_box,-4.217,33.814,-1.716,18.194
guest,none,feed,far,near,service_box,5.588,5.588,5.588,7.019
host,first_serve,first_serve,near,far,service_box,3.88,27.765,-1.299,16.094
guest,return,ground_stroke,far,near,no_mans_land,-3.387,-12.724,8.65,2.062
host,serve_plus_one,ground_stroke,near,far,no_mans_land,2.976,18.621,3.505,19.719
guest,first_serve,first_serve,near,far,service_box,-8.605,30.232,-0.681,18.078
host,return,ground_stroke,far,near,no_mans_land,2.435,-17.993,6.744,0.163
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,1.371,12.724,9.744,23.577
host,return_plus_one,ground_stroke,far,near,service_box,-4.287,-19.471,3.633,5.937
guest,in_play,ground_stroke,near,far,no_mans_land,2.815,16.108,6.599,21.716
host,in_play,ground_stroke,far,near,no_mans_land,1.939,-21.615,4.553,3.585
guest,in_play,ground_stroke,near,far,no_mans_land,-2.853,19.945,5.307,23.419
host,in_play,ground_stroke,far,near,no_mans_land,-1.438,-21.349,4.822,1.643
guest,in_play,ground_stroke,near,far,service_box,0.597,12.947,5.851,14.066
host,in_play,ground_stroke,far,near,service_box,3.992,-12.116,3.649,7.557
guest,first_serve,first_serve,near,near,service_box,2.949,30.832,-3.76,10.559
guest,second_serve,second_serve,near,far,service_box,2.79,27.1,-0.473,17.16
host,return,ground_stroke,far,near,service_box,-5.126,-21.109,3.976,5.507
guest,serve_plus_one,ground_stroke,near,near,service_box,4.411,18.002,3.673,11.718
guest,first_serve,first_serve,near,far,service_box,-10.062,35.444,-2.232,18.185
host,return,ground_stroke,far,near,service_box,1.826,-18.135,4.224,5.861
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,3.965,16.47,6.891,23.143
host,return_plus_one,ground_stroke,far,near,no_mans_land,-7.507,-19.266,4.367,4.797
guest,in_play,ground_stroke,near,far,no_mans_land,2.866,12.985,9.07,21.887
host,in_play,volley,far,near,no_mans_land,4.47,4.47,4.47,4.925
guest,in_play,ground_stroke,near,far,service_box,4.415,20.256,3.779,17.811
guest,first_serve,first_serve,near,far,service_box,2.678,31.26,-1.635,18.001
host,return,ground_stroke,far,far,service_box,-3.546,-16.958,3.17,12.332
guest,first_serve,first_serve,near,far,service_box,-6.448,32.992,-2.007,16.715
host,return,ground_stroke,far,near,service_box,4.14,-20.564,3.921,7.005
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,-0.156,20.433,4.777,20.85
host,return_plus_one,ground_stroke,far,near,out,-1.741,-23.05,5.363,-1.521
guest,in_play,ground_stroke,near,far,service_box,1.049,12.917,7.105,17.019
host,in_play,ground_stroke,far,near,no_mans_land,-5.59,-30.028,1.509,4.413
guest,in_play,ground_stroke,near,far,no_mans_land,1.422,15.746,6.296,19.583
host,in_play,volley,far,near,no_mans_land,4.47,4.47,4.47,3.526
guest,in_play,ground_stroke,near,far,service_box,-0.056,12.002,6.792,16.047
host,in_play,volley,far,near,service_box,4.47,4.47,4.47,5.606
guest,first_serve,first_serve,near,far,service_box,1.463,35.32,-1.998,17.887
host,return,ground_stroke,far,far,service_box,0.633,-13.951,4.968,15.781
guest,first_serve,first_serve,near,far,service_box,-7.432,31.244,-1.302,17.848
host,return,ground_stroke,far,near,out,1.392,-19.458,6.027,-1.101
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,2.872,14.555,8.675,23.105
host,return_plus_one,ground_stroke,far,near,service_box,-2.619,-15.278,4.214,8.666
guest,in_play,ground_stroke,near,far,no_mans_land,1.875,17.769,5.176,22.069
host,in_play,ground_stroke,far,near,service_box,-1.286,-20.686,3.307,7.516
guest,in_play,ground_stroke,near,far,no_mans_land,0.375,20.387,4.612,19.769
host,in_play,ground_stroke,far,near,service_box,-4.461,-22.774,4.053,5.603
guest,in_play,ground_stroke,near,far,no_mans_land,3.133,15.903,6.005,18.433
host,in_play,volley,far,near,service_box,4.917,4.917,4.917,5.614
guest,first_serve,first_serve,near,near,service_box,2.016,33.597,-0.558,10.925
guest,second_serve,second_serve,near,far,service_box,1.634,34.435,-1.475,17.373
host,none,feed,far,near,service_box,0.451,-5.796,5.041,11.247
guest,none,feed,near,near,service_box,-0.257,2.31,3.525,5.958
guest,first_serve,first_serve,near,far,service_box,-9.731,32.697,-1.591,17.271
host,return,ground_stroke,far,near,out,2.093,-39.874,1.349,-0.646
host,none,feed,far,near,no_mans_land,5.141,5.141,5.141,2.981
guest,first_serve,first_serve,near,far,service_box,2.662,35.844,-2.237,17.315
host,none,feed,far,far,service_box,-1.095,-10.15,2.829,17.692
host,none,feed,far,near,service_box,-1.382,-9.601,3.974,6.621
guest,first_serve,first_serve,near,far,no_mans_land,2.865,31.852,-0.456,19.434
host,none,ground_stroke,far,near,no_mans_land,-2.498,-13.843,7.737,3.295
guest,second_serve,second_serve,near,far,service_box,3.561,25.762,0.625,18.258
host,return,ground_stroke,far,near,service_box,-5.93,-22.842,2.82,6.057
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,2.28,17.223,6.25,21.925
host,return_plus_one,ground_stroke,far,near,no_mans_land,2.605,-24.018,4.223,2.209
guest,in_play,ground_stroke,near,far,no_mans_land,-0.476,15.976,7.322,23.647
host,in_play,ground_stroke,far,near,no_mans_land,-3.463,-21.869,2.174,0.667
guest,in_play,ground_stroke,near,far,service_box,2.742,11.718,7.882,18.065
host,in_play,ground_stroke,far,near,service_box,2.851,-30.31,1.035,6.311
guest,first_serve,first_serve,near,far,service_box,-5.395,34.107,-2.611,16.292
host,return,ground_stroke,far,near,no_mans_land,-1.485,-19.224,5.882,1.082
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,1.824,16.013,7.208,21.667
host,return_plus_one,ground_stroke,far,near,no_mans_land,5.099,-23.955,4.095,2.985
guest,first_serve,first_serve,near,far,service_box,0.838,37.017,-2.157,18.049
host,return,ground_stroke,far,far,service_box,-2.789,-10.708,5.995,13.43
guest,none,feed,near,far,service_box,6.259,6.259,6.259,17.975
host,first_serve,first_serve,far,near,service_box,6.339,-28.572,-1.521,6.533
guest,return,ground_stroke,near,far,no_mans_land,-2.896,17.671,4.848,19.575
host,serve_plus_one,ground_stroke,far,near,service_box,1.693,-24.421,1.237,6.301
guest,none,feed,near,far,no_mans_land,5.364,5.364,5.364,19.529
host,first_serve,first_serve,far,far,service_box,-5.452,-33.05,-5.449,17.692
host,first_serve,first_serve,far,near,service_box,-5.978,-23.716,0.051,6.12
guest,return,ground_stroke,near,far,no_mans_land,2.185,17.512,6.036,21.989
host,serve_plus_one,ground_stroke,far,near,service_box,4.652,-20.884,3.425,6.307
guest,return_plus_one,ground_stroke,near,far,no_mans_land,-1.463,15.317,7.787,23.527
host,in_play,volley,far,near,service_box,5.812,5.812,5.812,7.429
guest,in_play,ground_stroke,near,far,no_mans_land,-0.995,12.677,9.696,20.856
host,in_play,volley,far,near,out,5.812,5.812,5.812,-1.128
guest,none,feed,near,far,no_mans_land,5.141,5.141,5.141,23.346
host,first_serve,first_serve,far,near,service_box,0.877,-27.602,-0.585,5.712
host,second_serve,second_serve,far,near,service_box,2.449,-25.304,-0.988,6.868
guest,return,ground_stroke,near,far,service_box,-0.437,12.747,6.576,17.083
host,serve_plus_one,ground_stroke,far,near,out,0.394,-23.38,4.602,-1.339
guest,none,feed,near,far,no_mans_land,5.141,5.141,5.141,22.013
host,first_serve,first_serve,far,near,no_mans_land,-7.268,-33.361,-0.509,2.258
guest,none,ground_stroke,near,near,service_box,0.773,15.401,7.898,10.681
host,second_serve,second_serve,far,far,service_box,3.376,27.522,0.23,16.4
guest,none,feed,near,far,no_mans_land,5.141,5.141,5.141,18.882
guest,none,feed,near,far,service_box,-0.597,7.426,1.77,13.835
host,first_serve,first_serve,far,near,service_box,3.563,-30.518,-1.492,6.062
guest,return,ground_stroke,near,near,service_box,-2.459,14.61,7.376,6.376
host,first_serve,first_serve,far,near,no_mans_land,-2.48,-29.368,-0.208,3.997
host,second_serve,second_serve,far,near,no_mans_land,-3.833,-25.187,1.044,3.461
guest,return,ground_stroke,near,far,service_box,2.391,22.212,3.015,17.243
host,serve_plus_one,ground_stroke,far,near,no_mans_land,3.434,-14.865,7.619,1.09
guest,none,feed,near,far,no_mans_land,6.035,6.035,6.035,21.524
guest,none,feed,near,far,out,4.47,4.47,4.47,23.957
guest,first_serve,first_serve,far,near,service_box,6.181,-32.696,-1.47,6.171
host,return,ground_stroke,near,far,service_box,-2.746,19.94,4.272,17.556
guest,serve_plus_one,ground_stroke,far,near,service_box,-1.917,-19.662,4.128,6.147
host,return_plus_one,ground_stroke,near,far,no_mans_land,-0.036,15.806,6.703,21.684
guest,in_play,ground_stroke,far,near,out,1.021,-16.417,6.987,-0.613
host,in_play,ground_stroke,near,far,out,0.442,16.914,7.691,25.255
guest,first_serve,first_serve,far,near,service_box,1.434,-53.743,-5.909,5.548
guest,first_serve,first_serve,far,near,no_mans_land,7.253,-32.007,-1.129,5.005
host,return,ground_stroke,near,far,no_mans_land,-1.069,13.14,7.596,19.818
guest,serve_plus_one,ground_stroke,far,near,no_mans_land,-4.634,-22.855,4.972,0.789
host,return_plus_one,ground_stroke,near,far,no_mans_land,-0.68,19.119,5.644,23.143
guest,first_serve,first_serve,far,near,no_mans_land,-5.567,-52.113,-3.781,1.759
host,none,ground_stroke,near,far,service_box,2.219,18.633,1.85,13.012
guest,none,ground_stroke,far,near,service_box,2.178,-10.832,0.108,11.033
guest,second_serve,second_serve,far,near,no_mans_land,-1.762,-31.956,-0.473,2.663
host,none,ground_stroke,near,far,no_mans_land,0.206,14.904,5.709,22.208
guest,first_serve,first_serve,far,near,service_box,6.743,-30.53,-0.829,5.703
host,return,ground_stroke,near,far,service_box,-1.329,19.367,4.232,17.821
guest,serve_plus_one,ground_stroke,far,near,out,1.159,-14.437,8.151,-0.027
host,none,feed,near,far,service_box,1.689,7.95,5.886,16.054
guest,first_serve,first_serve,far,near,service_box,1.094,-29.302,-2.098,7.732
guest,second_serve,second_serve,far,near,no_mans_land,-6.843,-27.754,0.219,3.744
host,return,ground_stroke,near,near,out,1.471,8.658,8.313,-1.481
guest,none,feed,far,near,service_box,6.259,6.259,6.259,7.251
host,first_serve,first_serve,near,near,service_box,-4.004,27.267,-2.863,11.415
host,second_serve,second_serve,near,far,service_box,-7.015,28.069,-0.329,18.268
guest,return,ground_stroke,far,near,no_mans_land,4.243,-14.513,7.164,3.419
host,serve_plus_one,volley,near,near,service_box,4.917,4.917,4.917,11.092
host,first_serve,first_serve,near,far,service_box,3.987,34.919,-1.628,18.288
guest,return,ground_stroke,far,near,no_mans_land,-0.251,-16.487,6.022,4.264
host,serve_plus_one,ground_stroke,near,far,no_mans_land,-1.505,27.205,2.964,23.713
guest,return_plus_one,ground_stroke,far,near,service_box,2.234,-18.583,4.253,5.971
host,in_play,ground_stroke,near,far,service_box,-3.899,21.169,3.673,17.552
guest,in_play,ground_stroke,far,near,service_box,5.496,-16.638,5.42,6.024
host,in_play,ground_stroke,near,far,out,-1.068,15.915,6.496,24.674
guest,none,feed,far,near,service_box,4.694,4.694,4.694,6.189
host,first_serve,first_serve,near,far,service_box,-7.974,34.059,-1.667,18.267
guest,return,ground_stroke,far,near,no_mans_land,1.877,-13.303,7.684,3.844
host,serve_plus_one,ground_stroke,near,far,no_mans_land,2.57,23.02,3.296,20.049
guest,return_plus_one,ground_stroke,far,near,no_mans_land,-3.653,-16.147,6.912,0.985
host,in_play,ground_stroke,near,far,no_mans_land,3.425,16.322,6.03,20.571
guest,in_play,ground_stroke,far,near,service_box,-4.114,-16.915,4.184,5.624
host,in_play,ground_stroke,near,far,no_mans_land,2.748,19.438,5.097,22.537
guest,in_play,ground_stroke,far,near,no_mans_land,-0.032,-16.822,5.882,3.762
host,in_play,ground_stroke,near,far,no_mans_land,5.16,20.961,4.675,21.038
guest,none,feed,far,near,no_mans_land,5.588,5.588,5.588,3.18
host,first_serve,first_serve,near,far,no_mans_land,9.15,30.751,-0.757,18.523
host,first_serve,first_serve,near,far,service_box,5.465,25.764,-0.519,16.137
guest,return,ground_stroke,far,near,no_mans_land,-3.745,-14.377,6.995,3.751
host,serve_plus_one,ground_stroke,near,far,no_mans_land,-0.854,25.234,2.889,19.851
guest,return_plus_one,ground_stroke,far,near,service_box,3.629,-13.32,6.423,7.25
host,in_play,ground_stroke,near,far,service_box,0.44,12.384,4.232,15.768
guest,none,feed,far,near,no_mans_land,6.035,6.035,6.035,2.307
host,first_serve,first_serve,near,far,service_box,-4.12,28.687,-0.512,18.147
guest,return,ground_stroke,far,near,no_mans_land,0.119,-14.302,6.523,4.437
host,serve_plus_one,ground_stroke,near,far,no_mans_land,-2.527,22.925,3.593,18.847
guest,return_plus_one,ground_stroke,far,near,no_mans_land,2.373,-18.071,5.513,3.631
host,in_play,ground_stroke,near,far,no_mans_land,2.581,17.958,5.81,21.829
guest,in_play,ground_stroke,far,near,service_box,-4.788,-16.878,4.447,6.607
host,in_play,ground_stroke,near,far,no_mans_land,0.317,22.155,3.275,19.081
guest,in_play,ground_stroke,far,near,no_mans_land,-1.228,-19.774,5.697,2.328
host,in_play,ground_stroke,near,far,no_mans_land,4.481,21.693,4.65,21.797
guest,in_play,ground_stroke,far,near,no_mans_land,-2.135,-15.754,6.59,3.169
host,in_play,ground_stroke,near,far,no_mans_land,2.531,21.967,4.088,20.928
guest,in_play,ground_stroke,far,near,no_mans_land,-3.132,-16.842,6.173,1.756
host,in_play,ground_stroke,near,far,no_mans_land,4.531,23.839,3.315,19.224
guest,in_play,ground_stroke,far,near,no_mans_land,-0.697,-16.423,5.405,4.696
host,in_play,ground_stroke,near,far,service_box,-3.854,18.463,3.483,16.524
guest,in_play,ground_stroke,far,near,no_mans_land,4.009,-13.281,8.038,2.07
host,in_play,ground_stroke,near,far,no_mans_land,-3.222,21.107,4.756,22.439
guest,in_play,ground_stroke,far,near,service_box,1.695,-14.184,5.79,6.774
host,in_play,ground_stroke,near,far,no_mans_land,-1.444,20.439,4.063,21.967
guest,in_play,ground_stroke,far,near,service_box,0.227,-10.349,8.839,9.004
host,in_play,overhead,near,far,no_mans_land,-4.199,27.854,-1.717,21.665
guest,none,feed,far,near,service_box,5.141,5.141,5.141,6.995
host,first_serve,first_serve,near,far,service_box,10.535,28.153,-1.117,16.188
guest,return,ground_stroke,far,near,no_mans_land,-4.456,-16.176,5.579,3.022
host,serve_plus_one,ground_stroke,near,far,no_mans_land,4.857,20.179,5.502,22.936
host,first_serve,first_serve,near,far,service_box,-7.645,33.301,-1.79,18.079
guest,return,ground_stroke,far,near,no_mans_land,4.164,-17.28,5.095,5.466
host,serve_plus_one,ground_stroke,near,far,service_box,-0.617,18.662,4.159,17.375
guest,return_plus_one,ground_stroke,far,near,out,0.0,-18.559,6.971,-0.932
host,in_play,ground_stroke,near,far,no_mans_land,-0.928,9.612,12.543,21.924
guest,in_play,ground_stroke,far,near,no_mans_land,4.616,-18.879,3.894,3.26
host,in_play,ground_stroke,near,far,no_mans_land,-0.894,17.758,5.202,20.394
guest,in_play,ground_stroke,far,near,out,-4.844,-16.604,6.612,-0.615
host,first_serve,first_serve,near,near,service_box,11.029,26.458,-2.398,10.446
host,first_serve,first_serve,near,far,service_box,7.749,26.492,-0.236,15.512
guest,return,ground_stroke,far,near,no_mans_land,-2.214,-13.895,7.75,3.278
host,serve_plus_one,ground_stroke,near,far,no_mans_land,4.414,21.762,3.635,18.653
guest,return_plus_one,ground_stroke,far,near,service_box,-4.118,-16.82,4.355,5.776
host,in_play,ground_stroke,near,far,no_mans_land,3.162,17.098,6.79,23.723
guest,in_play,ground_stroke,far,far,service_box,-2.204,-21.842,2.162,14.087
guest,first_serve,first_serve,near,far,service_box,-4.63,29.805,-1.263,17.046
host,return,ground_stroke,far,near,service_box,2.605,-21.843,3.33,6.92
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,-0.502,18.58,5.748,22.006
host,return_plus_one,ground_stroke,far,near,no_mans_land,-3.344,-21.412,4.937,0.049
guest,in_play,ground_stroke,near,far,service_box,1.191,14.812,5.241,14.809
host,in_play,ground_stroke,far,near,service_box,3.248,-11.993,5.052,6.664
guest,in_play,ground_stroke,near,far,service_box,-1.528,11.814,8.485,17.896
host,in_play,volley,far,near,out,4.694,4.694,4.694,-0.162
guest,first_serve,first_serve,near,far,service_box,1.23,36.025,-2.054,17.891
host,return,ground_stroke,far,near,no_mans_land,-1.995,-16.336,7.064,1.1
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,4.122,15.731,6.501,19.649
host,return_plus_one,ground_stroke,far,near,no_mans_land,-5.182,-20.631,4.303,3.319
guest,in_play,ground_stroke,near,far,no_mans_land,0.76,17.901,5.478,20.249
host,in_play,ground_stroke,far,far,service_box,4.909,-25.027,1.493,16.866
guest,first_serve,first_serve,near,far,service_box,-7.518,28.482,-0.867,18.032
host,return,ground_stroke,far,near,no_mans_land,3.285,-14.77,6.415,3.705
guest,serve_plus_one,ground_stroke,near,far,no_mans_land,-0.22,21.354,4.901,22.052
host,return_plus_one,ground_stroke,far,near,no_mans_land,-4.605,-20.244,4.868,1.325
guest,in_play,ground_stroke,near,far,no_mans_land,1.724,16.572,6.76,19.419
host,in_play,volley,far,near,no_mans_land,4.917,4.917,4.917,3.125
guest,in_play,ground_stroke,near,far,no_mans_land,1.189,10.403,11.185,19.243
host,in_play,volley,far,near,no_mans_land,4.47,4.47,4.47,3.513
guest,in_play,ground_stroke,near,far,service_box,-4.155,12.555,4.781,14.594
host,in_play,ground_stroke,far,near,no_mans_land,7.064,-12.12,6.002,3.027
host,none,feed,far,near,no_mans_land,4.694,4.694,4.694,3.622
guest,first_serve,first_serve,near,far,service_box,5.865,29.105,-0.692,16.207
host,none,ground_stroke,far,near,out,-4.735,-15.313,8.022,-1.46
guest,none,feed,near,far,no_mans_land,5.588,5.588,5.588,21.515
host,first_serve,first_serve,far,near,service_box,9.347,-31.57,-1.63,5.563
host,first_serve,first_serve,far,near,service_box,6.19,-25.022,-0.164,6.343
guest,return,ground_stroke,near,far,no_mans_land,-3.739,16.21,6.093,20.546
host,serve_plus_one,ground_stroke,far,near,service_box,-1.838,-28.105,2.002,5.648
guest,return_plus_one,ground_stroke,near,far,service_box,5.816,16.258,4.373,15.633
host,in_play,ground_stroke,far,near,no_mans_land,-4.979,-17.032,5.303,3.643
guest,in_play,ground_stroke,near,far,no_mans_land,3.768,15.309,7.646,22.491
host,in_play,volley,far,near,service_box,6.482,6.482,6.482,5.835
guest,in_play,ground_stroke,near,far,service_box,2.078,11.417,9.557,18.261
host,in_play,volley,far,near,no_mans_land,5.141,5.141,5.141,1.121
guest,in_play,ground_stroke,near,far,service_box,-0.198,12.575,8.128,17.308
host,in_play,volley,far,near,service_box,6.035,6.035,6.035,6.291
guest,none,feed,near,far,service_box,5.364,5.364,5.364,18.014
guest,none,feed,near,far,service_box,4.694,4.694,4.694,17.576
host,first_serve,first_serve,far,near,service_box,-8.994,-36.867,-2.073,5.639
guest,return,ground_stroke,near,far,no_mans_land,2.59,15.561,7.153,22.393
host,serve_plus_one,ground_stroke,far,near,no_mans_land,1.309,-19.075,5.702,2.021
guest,return_plus_one,ground_stroke,near,far,no_mans_land,-0.571,16.564,6.606,23.744
host,in_play,ground_stroke,far,far,service_box,-3.613,-20.668,1.804,12.49
guest,none,feed,near,far,no_mans_land,6.482,6.482,6.482,18.958
host,first_serve,first_serve,far,near,service_box,3.126,-29.541,-1.523,6.265
guest,return,ground_stroke,near,far,out,0.401,13.824,9.4,25.338
host,serve_plus_one,ground_stroke,far,far,service_box,1.279,17.262,6.808,17.692
guest,return_plus_one,ground_stroke,near,near,service_box,-1.783,-11.264,7.294,9.589
guest,none,feed,near,far,out,4.47,4.47,4.47,24.114
host,first_serve,first_serve,far,near,service_box,-7.619,-29.51,-1.447,5.641
guest,return,ground_stroke,near,far,out,0.773,15.621,7.898,24.147
host,first_serve,first_serve,far,near,service_box,7.704,-30.725,-2.13,6.332
guest,return,ground_stroke,near,far,service_box,-2.81,11.432,6.542,15.078
host,serve_plus_one,ground_stroke,far,near,no_mans_land,-4.397,-31.348,0.287,3.259
guest,none,feed,near,far,service_box,5.588,5.588,5.588,17.918
host,first_serve,first_serve,far,near,service_box,-7.39,-33.707,-2.267,6.153
guest,none,ground_stroke,near,far,no_mans_land,2.476,13.901,7.921,22.124
host,none,ground_stroke,far,near,no_mans_land,2.134,-18.258,5.709,2.639
guest,none,ground_stroke,near,far,no_mans_land,-4.027,14.272,7.143,20.504
host,none,ground_stroke,far,near,no_mans_land,2.403,-23.092,3.64,3.136
guest,none,ground_stroke,near,far,no_mans_land,3.054,13.037,8.575,21.024
host,none,ground_stroke,far,near,no_mans_land,-4.729,-18.306,4.68,4.203
guest,none,ground_stroke,near,far,no_mans_land,4.751,17.248,5.144,20.442
guest,first_serve,first_serve,far,near,service_box,5.334,-29.232,-0.678,6.329
host,return,ground_stroke,near,far,out,-1.433,16.334,7.641,23.861
guest,first_serve,first_serve,far,near,service_box,-5.081,-23.221,0.124,7.304
host,return,ground_stroke,near,far,no_mans_land,2.565,13.134,7.001,18.901
guest,serve_plus_one,ground_stroke,far,near,no_mans_land,-0.934,-18.883,4.971,4.591
host,return_plus_one,ground_stroke,near,far,no_mans_land,3.211,18.217,5.895,21.452
guest,in_play,ground_stroke,far,far,service_box,-6.362,-18.806,1.585,12.233
guest,first_serve,first_serve,far,near,service_box,7.901,-32.209,-1.461,5.774
host,return,ground_stroke,near,far,service_box,-2.605,14.998,5.656,18.279
guest,serve_plus_one,ground_stroke,far,near,no_mans_land,-1.351,-20.558,5.177,1.856
host,return_plus_one,ground_stroke,near,far,service_box,1.21,16.589,5.961,17.212
guest,in_play,ground_stroke,far,near,no_mans_land,-1.039,-16.367,5.69,1.234
host,in_play,ground_stroke,near,far,no_mans_land,4.574,15.683,7.437,23.085
guest,first_serve,first_serve,far,near,no_mans_land,-0.722,-30.456,-1.18,4.892
guest,second_serve,second_serve,far,near,service_box,-3.403,-22.296,0.212,7.003
host,return,ground_stroke,near,far,no_mans_land,3.796,14.045,7.715,22.512
host,none,feed,near,far,no_mans_land,5.812,5.812,5.812,20.438
guest,first_serve,first_serve,far,near,service_box,3.4,-29.476,-1.421,7.176
host,none,ground_stroke,near,far,no_mans_land,-4.374,15.004,7.744,21.504
guest,none,feed,far,near,service_box,5.141,5.141,5.141,6.396
guest,none,feed,far,near,service_box,6.482,6.482,6.482,7.021
host,first_serve,first_serve,near,far,service_box,-6.889,33.457,-1.606,17.994
guest,return,ground_stroke,far,near,no_mans_land,2.002,-11.873,8.701,3.649
host,serve_plus_one,ground_stroke,near,far,service_box,-4.601,21.075,1.667,16.464
guest,return_plus_one,overhead,far,far,service_box,5.059,-15.521,2.261,17.457
guest,none,feed,far,near,no_mans_land,4.917,4.917,4.917,4.619
host,first_serve,first_serve,near,far,service_box,7.59,28.382,-0.904,17.013
guest,return,ground_stroke,far,near,no_mans_land,-5.245,-13.667,7.26,3.057
host,serve_plus_one,ground_stroke,near,far,no_mans_land,7.138,18.079,5.163,21.151
guest,return_plus_one,ground_stroke,far,far,out,-1.04,-18.447,4.64,24.101
guest,none,feed,far,near,service_box,6.482,6.482,6.482,6.321
host,first_serve,first_serve,near,far,no_mans_land,-4.652,28.498,-0.55,19.404
guest,none,ground_stroke,far,near,no_mans_land,1.894,-12.576,7.811,2.175
host,first_serve,first_serve,near,far,no_mans_land,-3.708,26.869,0.432,19.214
guest,return,ground_stroke,far,near,no_mans_land,2.037,-14.874,5.667,5.081
host,serve_plus_one,ground_stroke,near,far,no_mans_land,-5.888,21.91,4.556,21.645
guest,return_plus_one,ground_stroke,far,near,no_mans_land,4.183,-15.543,7.086,3.699
host,in_play,volley,near,far,no_mans_land,4.694,4.694,4.694,20.927
guest,in_play,ground_stroke,far,near,service_box,-1.495,-13.328,8.176,7.001
host,in_play,overhead,near,far,service_box,2.356,33.774,-4.731,18.099
guest,in_play,ground_stroke,far,near,service_box,-3.022,-8.375,8.057,11.044
host,in_play,overhead,near,near,service_box,2.684,4.062,2.658,5.842
host,first_serve,first_serve,near,near,service_box,11.866,29.168,-2.864,11.178
host,first_serve,first_serve,near,far,service_box,7.677,28.458,-0.396,17.922
